,loan_amnt,funded_amnt,int_rate,annual_inc,total_pymnt
16171,35000,35000,10.37,410000.0,40875.83287
16172,10000,10000,5.79,71000.0,10917.67176
16173,20000,20000,16.77,180000.0,25386.12837
16174,21000,21000,10.74,90000.0,22376.88461
16175,8000,8000,5.42,47232.0,8686.027508
16176,24000,24000,10.37,100000.0,16154.35
16177,1500,1500,5.79,35000.0,1593.153385
16178,4000,4000,13.8,45000.0,4907.538477
16179,16700,16700,10.37,54996.0,17613.17421
16180,2500,2500,15.28,42000.0,3037.888994
16181,6700,6700,13.8,24996.0,8220.232597
16182,1200,1200,7.29,9960.0,1339.592531
16183,4200,4200,10.74,96000.0,4931.473411
16184,22000,22000,11.11,96000.0,26897.60357
16185,6000,6000,7.29,42000.0,6570.185123
16186,20000,20000,7.29,86376.0,20983.02275
16187,5000,5000,10.37,61000.0,5839.387504
16188,16000,16000,14.54,85000.0,18323.28015
16189,3400,3400,6.92,40000.0,3695.49801
16190,6000,6000,14.54,60000.0,6863.169076
16191,4200,4200,5.79,73073.26,4546.082564
16192,6400,6400,7.29,56000.0,7038.63556
16193,10000,10000,7.66,79200.0,10565.88303
16194,6000,6000,11.11,35000.0,6773.919331
16195,25000,25000,10.74,78504.0,29354.10226
16196,3000,3000,7.66,60096.0,3355.477828
16197,4300,4300,10.74,40000.0,5048.899869
16198,2775,2775,15.65,25000.0,2291.44
16199,12000,12000,13.06,60000.0,3060.51
16200,5350,5350,13.06,36000.0,540.18
16201,13050,13050,6.92,135000.0,13772.69244
16202,18500,18500,10.74,84000.0,23217.4965
16203,10375,10375,10.74,34000.0,10088.49
16204,4000,4000,16.77,24000.0,1200.96
16205,10000,10000,13.43,91092.0,12204.47329
16206,16000,16000,10.74,135000.0,18791.19525
16207,23000,23000,14.54,100000.0,27571.98688
16208,5400,5400,16.02,25300.0,6836.361341
16209,12000,12000,14.17,56400.0,12282.16036
16210,1500,1500,11.11,11820.0,1589.068188
16211,2800,2800,10.37,46800.0,3270.042559
16212,12000,12000,17.14,49200.0,14285.81704
16213,6000,6000,14.91,140000.0,4772.5
16214,15000,15000,10.37,52500.0,16839.31079
16215,27600,27600,15.65,53086.0,30364.85561
16216,10000,10000,5.42,33600.0,10857.53439
16217,6000,6000,13.8,31200.0,2399.89
16218,5500,5500,11.11,52000.0,3244.67
16219,9000,9000,6.92,64000.0,9571.453339
16220,10000,10000,6.92,104000.0,10373.85991
16221,3500,3500,10.37,40320.0,4500.087844
16222,35000,35000,14.17,84000.0,46627.5999
16223,10000,10000,14.54,54996.0,12398.53093
16224,24000,24000,12.68,101000.0,32528.80005
16225,10800,10800,16.4,45000.0,11063.21
16226,9600,9600,9.63,45000.0,11525.29713
16227,19125,19125,21.59,53004.0,20481.74124
16228,6000,6000,12.68,24000.0,7244.571704
16229,6625,6625,13.06,28000.0,3385.05
16230,10975,10975,7.66,54000.0,11793.7111
16231,15850,15850,13.43,47004.0,21596.29002
16232,24000,15150,13.06,51600.0,20112.09538
16233,16500,13100,17.88,33000.0,19907.93534
16234,10000,10000,7.66,80000.0,11137.73256
16235,12000,12000,10.74,68500.0,14038.7209
16236,8000,8000,18.62,65000.0,2582.93
16237,28000,28000,16.77,83400.0,36231.91282
16238,14000,14000,7.66,81000.0,14182.8286
16239,10000,10000,11.11,127000.0,8040.67
16240,30000,30000,16.4,60000.0,41531.81283
16241,10000,10000,7.66,64900.0,10607.05265
16242,10000,10000,7.66,60000.0,11224.70068
16243,12000,12000,10.37,54996.0,13902.1014
16244,9000,9000,10.0,35004.0,9929.57133
16245,6000,6000,6.92,122000.0,6661.530919
16246,15000,15000,10.37,121680.0,17203.83693
16247,28000,17725,15.28,80000.0,25044.57997
16248,6000,6000,10.37,66996.0,6991.589778
16249,1200,1200,10.37,14400.0,1278.613326
16250,15000,15000,9.63,108820.0,17195.82753
16251,3800,3800,5.42,60000.0,4073.151063
16252,18500,18500,11.11,77000.0,21838.63306
16253,10000,10000,10.0,130000.0,6374.4
16254,3000,3000,10.37,30000.0,3502.514899
16255,10000,10000,18.25,79000.0,13479.60911
16256,20000,20000,10.37,78000.0,21405.33231
16257,15000,14300,10.37,48000.0,7660.37
16258,10000,10000,7.29,40000.0,11104.06919
16259,17000,17000,10.37,35000.0,19756.7354
16260,35000,35000,15.28,115000.0,43044.02343
16261,8000,8000,10.0,55000.0,9262.127957
16262,14000,14000,7.66,85634.0,15208.02618
16263,2500,2500,7.29,41000.0,2729.398473
16264,11000,11000,10.0,126996.0,11815.87492
16265,25000,25000,16.02,130000.0,31171.64977
16266,2400,2400,10.0,57110.0,2536.663394
16267,8500,8500,15.28,54000.0,12207.83001
16268,7200,7200,12.68,84000.0,8693.561325
16269,3500,3500,5.42,42000.0,3643.446194
16270,35000,35000,17.14,112000.0,50200.10991
16271,11050,11050,10.37,74758.0,12740.59864
16272,9000,9000,10.37,57500.0,9078.7
16273,20000,20000,15.28,48000.0,24313.6778
16274,5500,5500,11.11,25000.0,6492.582371
16275,17400,17400,10.37,96000.0,19359.57105
16276,1600,1600,13.06,22800.0,1876.20752
16277,1000,1000,7.29,33000.0,1113.597272
16278,4000,4000,13.06,21600.0,4890.032502
16279,7000,7000,16.02,126000.0,8721.960377
16280,14000,14000,14.17,50004.0,17278.6392
16281,7500,7500,7.29,130000.0,8265.656699
16282,14000,14000,10.37,52000.0,18000.71555
16283,16000,16000,15.28,28800.0,19606.69258
16284,7000,7000,16.02,40000.0,1148.55
16285,12800,12800,16.77,43900.0,18991.66922
16286,2500,2500,10.0,14400.0,2904.035099
16287,12000,12000,15.65,28000.0,17180.18999
16288,15000,11525,17.14,41676.0,17237.45717
16289,3000,3000,10.37,20004.0,3503.608431
16290,6500,6500,10.37,42000.0,7042.78279
16291,21000,21000,10.0,75000.0,23168.98027
16292,7200,7200,7.29,120000.0,8037.719365
16293,5000,5000,10.37,15600.0,5837.999227
16294,7350,7350,13.43,32500.0,8656.789359
16295,2800,2800,16.4,42000.0,3659.507649
16296,2500,2500,10.37,39996.0,2849.473811
16297,7500,7500,12.68,67800.0,10146.77
16298,8000,8000,5.42,35000.0,8291.546853
16299,3000,3000,5.79,23000.0,3275.272613
16300,13000,13000,13.06,27996.0,14717.56659
16301,10000,10000,13.43,52000.0,0.0
16302,10500,10500,7.66,90000.0,11651.92955
16303,31000,31000,13.06,75000.0,12068.12
16304,3000,3000,7.66,50000.0,3322.715557
16305,4000,4000,10.37,62500.0,4671.497968
16306,12100,12100,5.79,56400.0,13210.37223
16307,3000,3000,13.43,23004.0,3661.309849
16308,3000,3000,7.66,53196.0,3382.999752
16309,25000,25000,13.06,52000.0,30181.41385
16310,20000,20000,11.11,72000.0,22168.1
16311,12000,12000,7.66,98000.0,14045.03
16312,7000,7000,7.66,70000.0,7857.29048
16313,24000,24000,20.85,66000.0,30150.68761
16314,8000,8000,15.28,46500.0,9566.191422
16315,4000,4000,7.29,35000.0,4425.256588
16316,6000,6000,7.66,18200.0,6734.820413
16317,30000,30000,17.88,80004.0,42036.37412
16318,10000,10000,10.74,125000.0,11220.13328
16319,15000,15000,10.0,28800.0,16483.7506
16320,2000,2000,5.42,54000.0,2099.146681
16321,5000,5000,10.0,36000.0,4037.9
16322,2800,2800,15.65,33000.0,4067.529999
16323,6500,6500,9.63,85000.0,6838.423033
16324,6000,6000,10.0,126000.0,5796.01
16325,2000,2000,7.66,45000.0,89.83
16326,7950,7950,11.11,30000.0,10391.13001
16327,5000,5000,7.29,40000.0,5581.772363
16328,10000,10000,13.06,50000.0,12140.21827
16329,1000,1000,7.29,15600.0,1116.354473
16330,18225,18225,10.74,54000.0,23633.73348
16331,3500,3500,10.74,42000.0,3908.462338
16332,16000,16000,7.66,98004.0,17755.24157
16333,16800,16800,11.11,74004.0,21627.85012
16334,7200,7200,9.63,54996.0,8180.70299
16335,9000,9000,10.0,70000.0,10454.53792
16336,8500,8500,10.37,30118.4,10928.91476
16337,10000,10000,9.63,50750.0,11553.73753
16338,3200,3200,10.37,37000.0,1187.69
16339,13000,13000,17.14,50000.0,19136.29997
16340,6400,6400,13.06,24000.0,7355.522817
16341,8000,8000,10.74,75000.0,9127.140084
16342,6000,6000,11.11,30000.0,7368.913205
16343,7500,7500,7.66,83000.0,8367.034397
16344,5100,5100,10.0,45000.0,5924.213101
16345,5750,5750,7.29,85000.0,6419.027957
16346,18000,18000,10.37,62000.0,22062.61842
16347,11000,11000,5.42,54000.0,11943.28783
16348,8500,8500,10.37,62000.0,10702.12959
16349,9000,9000,10.37,52000.0,10510.88548
16350,8000,8000,10.74,63189.0,9393.303534
16351,30000,30000,17.88,67588.0,33201.30859
16352,4200,4200,16.02,49000.0,5313.461976
16353,7200,7200,6.92,150000.0,7937.860582
16354,20400,20400,13.06,117000.0,24331.1564
16355,10000,10000,13.43,305000.0,12204.47329
16356,8000,8000,10.0,55000.0,9083.652729
16357,5075,5075,10.0,36000.0,5895.581559
16358,2000,2000,10.37,14400.0,2335.718896
16359,2500,2500,12.68,44400.0,2829.118267
16360,1350,1350,12.68,69600.0,1609.453324
16361,19200,19200,10.74,100000.0,24894.24
16362,4800,4800,10.0,23000.0,5320.573767
16363,10000,10000,17.14,54000.0,13276.10854
16364,10000,10000,12.68,134400.0,12074.33636
16365,6000,6000,12.68,21600.0,7244.571703
16366,6500,6500,12.68,31400.0,3522.79
16367,6000,6000,7.29,61000.0,6598.790004
16368,7500,7500,10.37,84000.0,8768.689769
16369,6000,6000,15.65,30000.0,8502.400007
16370,30000,30000,18.62,155004.0,46096.31436
16371,12000,12000,11.11,42000.0,14112.70394
16372,4000,4000,9.63,35000.0,4600.818715
16373,19575,19575,16.02,56000.0,28275.64998
16374,2700,2700,7.66,140000.0,2942.557923
16375,29700,29700,15.28,80000.0,13431.95
16376,16000,16000,13.8,70000.0,22237.98
16377,28000,28000,15.65,140000.0,30384.20802
16378,12000,12000,7.29,69600.0,13251.36794
16379,15000,15000,9.63,47940.0,17330.60631
16380,12000,12000,14.91,51000.0,17094.54342
16381,8000,8000,15.28,132000.0,10369.56386
16382,5000,5000,7.66,75000.0,5612.350342
16383,35000,35000,15.65,75705.0,4054.81
16384,4750,4750,10.0,14000.0,5499.109729
16385,20000,20000,10.0,75000.0,25461.47669
16386,25000,25000,17.14,89500.0,25357.55042
16387,16000,16000,12.68,210000.0,21685.87
16388,14200,14200,10.37,80000.0,18017.17002
16389,35000,35000,21.22,325000.0,54132.39808
16390,10600,10600,15.65,36000.0,12153.17198
16391,35000,35000,13.06,170000.0,42490.72577
16392,14400,14400,14.54,126132.0,17596.84076
16393,6025,6025,9.63,42000.0,6961.106617
16394,25000,25000,19.74,84996.0,38519.83
16395,6000,6000,10.0,40800.0,6290.319748
16396,2800,2800,10.0,23760.0,2989.528053
16397,10000,10000,16.02,50004.0,4922.3
16398,10000,10000,10.74,39996.0,12967.78701
16399,14500,14500,13.43,30696.0,13278.12
16400,14525,14525,11.11,46152.0,16364.50728
16401,20000,20000,17.88,165000.0,29513.36
16402,1200,1200,10.0,78400.0,1393.88828
16403,8000,8000,15.65,68000.0,11583.58751
16404,24000,24000,17.88,302000.0,36443.21008
16405,10000,10000,10.74,70000.0,10586.08
16406,4000,4000,7.29,38400.0,4408.765938
16407,12000,12000,14.54,48000.0,12287.88164
16408,35000,35000,14.17,95000.0,48108.13997
16409,7000,7000,7.66,66000.0,7857.290481
16410,9600,9600,14.54,40000.0,6250.52
16411,4200,4200,10.74,48000.0,4931.473411
16412,25000,25000,16.77,72500.0,30941.79237
16413,18000,18000,16.4,39996.0,25984.09001
16414,12500,12500,15.28,40000.0,15996.28793
16415,12000,12000,15.65,53000.0,10225.12
16416,5000,5000,16.4,41004.0,6800.221442
16417,6250,6250,14.91,85000.0,7560.06215
16418,15000,11500,16.4,175000.0,11773.96
16419,2000,2000,16.77,32000.0,2967.427698
16420,3000,3000,10.74,35000.0,3449.068536
16421,9000,9000,11.11,55000.0,10624.2139
16422,15000,15000,15.28,65000.0,19877.26884
16423,28000,28000,20.11,140000.0,24022.69
16424,5000,5000,13.8,20000.0,5736.698224
16425,5600,5600,5.42,85000.0,6080.207268
16426,15000,15000,17.14,79200.0,18158.60438
16427,4000,4000,12.68,53040.0,5421.466141
16428,20000,20000,13.8,101000.0,27720.54
16429,8000,8000,11.11,36500.0,6216.29
16430,4800,4800,5.79,36000.0,5240.48116
16431,32000,32000,11.11,128000.0,36804.45082
16432,12800,12800,16.02,32000.0,18338.25
16433,10000,10000,11.11,108000.0,11804.68932
16434,7500,7500,9.63,64800.0,8654.430556
16435,2125,2125,11.11,40000.0,2508.437219
16436,17500,17500,13.8,63000.0,20259.53235
16437,30000,30000,11.11,129996.0,31804.85211
16438,16000,16000,17.88,100000.0,20789.07323
16439,10000,10000,10.37,38832.0,11670.46618
16440,12000,12000,9.63,24996.0,5835.88
16441,7500,7500,13.06,110656.0,2272.05
16442,7000,7000,7.29,30600.0,7814.481308
16443,12000,12000,7.29,52000.0,13396.25367
16444,10250,10250,5.42,80000.0,11128.97275
16445,10000,10000,12.68,25920.0,11824.43195
16446,35000,35000,15.65,75000.0,50678.1199
16447,7200,7200,9.63,29000.0,7459.38
16448,25000,25000,10.37,175000.0,30533.23524
16449,2000,2000,5.79,42000.0,2028.242049
16450,6500,6500,12.68,55200.0,1737.44
16451,18000,18000,16.02,42000.0,26259.94002
16452,6000,6000,9.63,48000.0,7583.439207
16453,3300,3300,13.06,20400.0,4006.240116
16454,2200,2200,10.74,70000.0,2569.767315
16455,7000,7000,5.79,64000.0,7636.544162
16456,20000,20000,16.4,130000.0,25459.14715
16457,2400,2400,16.4,28854.0,3532.306827
16458,9600,9600,7.66,56000.0,10703.65395
16459,9000,9000,5.79,51000.0,9821.959458
16460,4250,4250,7.66,38400.0,5129.020153
16461,8000,8000,14.17,60000.0,11210.89276
16462,30000,30000,16.77,65000.0,43152.83026
16463,3500,3500,13.06,30500.0,3532.53
16464,9600,9600,5.79,71000.0,10465.45617
16465,12000,12000,5.79,39779.0,13101.18683
16466,5000,5000,15.65,48000.0,5843.575767
16467,10000,10000,16.4,50800.0,12768.28186
16468,4200,4200,7.29,61000.0,4481.007901
16469,12000,12000,7.29,56000.0,13383.40495
16470,5000,5000,11.11,40000.0,5568.377733
16471,35000,35000,12.68,82000.0,15812.14
16472,7200,7200,5.42,32004.0,7817.400782
16473,6000,6000,9.63,22800.0,6448.451968
16474,7000,7000,6.92,83236.0,7618.768907
16475,12300,12300,5.79,65000.0,13292.10679
16476,5600,5600,13.43,115000.0,6723.08539
16477,15000,15000,17.14,60000.0,22013.39002
16478,26500,26500,13.06,67476.0,36226.02
16479,12000,12000,17.14,65061.0,15708.43
16480,22475,22475,16.4,48000.0,33069.70009
16481,8875,8875,17.51,30000.0,10447.49922
16482,12000,12000,9.63,39996.0,13846.94349
16483,7000,7000,7.29,150000.0,7622.612042
16484,10000,10000,7.29,110000.0,10234.41463
16485,1000,1000,13.06,44928.0,1213.967341
16486,9600,9600,10.37,73505.0,12343.31128
16487,18000,18000,10.37,82000.0,18999.80449
16488,15000,15000,7.29,75000.0,16214.98531
16489,25000,25000,13.06,60000.0,30182.10972
16490,24575,24575,17.51,84700.0,5614.77
16491,15000,15000,7.66,47000.0,16732.24105
16492,15000,15000,14.91,145000.0,20351.97969
16493,20000,20000,9.63,195000.0,22441.19941
16494,8000,8000,16.02,46000.0,8722.430541
16495,15000,15000,10.37,82000.0,17405.25545
16496,10500,10500,15.28,72000.0,13155.35893
16497,30000,30000,10.37,64700.0,34135.11668
16498,3500,3500,7.29,8400.0,3907.22013
16499,7200,7200,13.8,43500.0,8596.757656
16500,4700,4700,21.59,24996.0,7030.483301
16501,9000,9000,5.79,52000.0,9825.882099
16502,1500,1500,7.29,10980.0,1674.511186
16503,10800,10800,15.65,79135.0,13601.89378
16504,17000,17000,11.11,88000.0,21205.44467
16505,2000,2000,5.79,28800.0,2183.515076
16506,4800,4800,11.11,32000.0,5650.588318
16507,14000,14000,17.88,35000.0,17877.96319
16508,6000,6000,7.66,30000.0,6722.347715
16509,16000,16000,13.06,85000.0,21798.96
16510,7600,7600,12.68,61000.0,9139.171294
16511,31000,31000,15.65,106305.6,12759.15
16512,9600,9600,14.91,59964.0,13650.13002
16513,14000,14000,10.37,46800.0,15090.86944
16514,5000,5000,10.0,48000.0,6332.87
16515,20000,20000,16.02,89200.0,27712.75714
16516,13000,13000,17.51,30996.0,16083.51081
16517,1200,1200,14.91,37000.0,1709.227487
16518,13475,13475,14.17,34000.0,17354.92823
16519,16000,16000,13.06,106800.0,18990.02692
16520,12000,12000,15.28,60000.0,17228.15999
16521,12000,12000,14.91,120000.0,14142.38155
16522,8000,8000,12.68,71000.0,9339.38646
16523,8000,8000,13.8,55000.0,8961.523065
16524,5000,5000,5.79,34000.0,5448.457929
16525,17500,17500,10.74,46000.0,20777.84853
16526,9900,9900,14.91,53000.0,13907.28999
16527,10000,10000,13.06,193000.0,11672.55389
16528,27525,27525,10.74,80070.0,32318.91178
16529,20000,20000,13.8,60000.0,27619.59
16530,9600,9600,7.29,80730.0,10716.98652
16531,9600,9600,7.29,72576.0,10707.92177
16532,8000,8000,5.79,78000.0,8734.124558
16533,4000,4000,5.79,59000.0,4366.772779
16534,8000,8000,11.11,35142.0,9446.122864
16535,15000,15000,10.37,110004.0,17561.93927
16536,33000,33000,12.68,67746.0,39007.07304
16537,7000,7000,12.68,56000.0,8954.809409
16538,20000,20000,10.37,76000.0,23124.93702
16539,16000,16000,15.65,140000.0,22456.43033
16540,6000,6000,7.66,100000.0,6739.176267
16541,3600,3600,16.4,50000.0,594.31
16542,4000,4000,5.42,36000.0,4317.851577
16543,8000,8000,11.11,52000.0,9443.738468
16544,2000,2000,7.29,101424.0,2170.810444
16545,12375,12375,20.48,30000.0,1448.69
16546,5400,5400,10.37,28800.0,5815.904358
16547,6300,6300,11.11,27500.0,7024.836487
16548,20000,20000,13.8,76800.0,18910.22
16549,8000,8000,7.66,45000.0,8978.178892
16550,18225,18225,10.74,50000.0,21399.12684
16551,35000,35000,14.17,170000.0,49047.24995
16552,6000,6000,11.11,45000.0,7082.787618
16553,3300,3300,7.66,54400.0,3669.502838
16554,6000,6000,10.74,57600.0,7028.484659
16555,14000,14000,10.37,130000.0,15696.38106
16556,10000,10000,16.77,95000.0,12793.74567
16557,10000,10000,12.68,21000.0,13498.48
16558,35000,32000,21.59,360000.0,51820.91
16559,4000,4000,12.68,75000.0,4791.42613
16560,3000,3000,5.79,72000.0,3186.286525
16561,13500,13500,12.68,50400.0,18297.57004
16562,10000,10000,14.17,49992.0,13816.17
16563,24000,24000,10.74,52000.0,28179.97318
16564,8000,8000,17.14,65000.0,11965.17254
16565,10000,10000,18.62,80892.0,10759.84805
16566,17600,14275,18.25,75000.0,9109.78
16567,3800,3800,5.79,30000.0,4046.563045
16568,6500,6500,10.74,45000.0,7632.031751
16569,3100,3100,10.37,33600.0,3985.745294
16570,17000,17000,17.14,54000.0,19139.74
16571,6800,6800,10.37,65700.0,7079.949578
16572,5000,5000,11.11,88000.0,5902.312189
16573,5125,5125,10.0,30000.0,5953.29219
16574,5000,5000,9.63,110000.0,5628.928311
16575,6000,6000,10.0,55000.0,6153.9
16576,12000,12000,7.66,50400.0,13469.64081
16577,4200,4200,5.79,30000.0,4558.950683
16578,1500,1500,7.29,32000.0,1671.963711
16579,5600,5600,14.91,37680.0,6070.187833
16580,11000,11000,6.92,117000.0,12212.8349
16581,12000,12000,10.74,75000.0,12213.20487
16582,1000,1000,16.77,13000.0,1483.713849
16583,15000,15000,9.63,50052.0,17320.23571
16584,7000,7000,7.66,18500.0,5381.41
16585,9600,9600,10.0,80004.0,6165.43
16586,30000,30000,15.65,109200.0,36330.05611
16587,6500,6500,10.0,52000.0,7474.635325
16588,1200,1200,14.91,15600.0,1490.689262
16589,3000,3000,10.0,60000.0,3025.09
16590,4000,4000,7.29,50000.0,4785.111459
16591,4000,4000,6.92,50000.0,4089.06
16592,4200,4200,12.68,40000.0,5071.237835
16593,15000,15000,16.4,40000.0,20732.68401
16594,5000,5000,7.29,90000.0,5981.389324
16595,28000,28000,10.74,77378.0,30577.29164
16596,30000,30000,16.4,79000.0,37590.80639
16597,8000,8000,10.74,30000.0,9393.303534
16598,7000,7000,14.91,32000.0,8707.376615
16599,12000,12000,10.0,93000.0,13117.9503
16600,7000,7000,11.11,36400.0,8220.60605
16601,4800,4800,14.91,33000.0,5944.799458
16602,6000,6000,15.28,51000.0,8198.233031
16603,8500,8500,10.37,47000.0,9926.940706
16604,9000,9000,14.54,43200.0,11118.72587
16605,4000,4000,10.74,28800.0,4036.09
16606,4125,4125,14.54,22812.72,5044.956906
16607,9000,9000,10.0,62000.0,9648.012421
16608,5500,5500,13.8,44196.0,6727.412566
16609,9350,9350,10.0,66000.0,11906.14
16610,25000,25000,12.68,96000.0,25529.66163
16611,7500,7500,7.66,43000.0,9051.272406
16612,12000,12000,10.0,50004.0,12563.82362
16613,6500,6500,10.37,57600.0,7591.221806
16614,17500,17500,7.29,43000.0,19536.18274
16615,5300,5300,15.28,36000.0,6325.591037
16616,29000,29000,15.65,88812.93,36523.79876
16617,5000,5000,5.42,31000.0,5232.228808
16618,25000,25000,13.8,60000.0,12084.41
16619,15000,15000,14.91,56000.0,18695.47813
16620,19000,19000,12.68,54000.0,22941.30685
16621,20000,20000,10.74,95000.0,25935.57403
16622,2200,2200,10.37,103200.0,2828.611047
16623,20000,20000,10.37,57600.0,15858.2
16624,15000,15000,9.63,77004.0,17330.60631
16625,7975,7975,5.79,40800.0,8587.701407
16626,12000,12000,7.29,22452.0,13396.25366
16627,3200,3200,15.28,18996.0,1307.6
16628,21000,21000,10.37,66000.0,24469.20869
16629,9000,9000,13.8,71700.0,10991.15116
16630,9000,9000,6.92,57359.0,9992.31241
16631,10000,10000,17.14,65000.0,11972.53854
16632,15000,15000,14.91,99000.0,20172.59284
16633,3000,3000,15.28,22951.0,3362.067873
16634,4200,4200,11.11,36996.0,4546.635325
16635,4800,4800,14.54,65000.0,5228.100317
16636,4800,4800,16.77,47000.0,6093.144431
16637,12875,12875,14.91,85000.0,14338.42193
16638,16000,16000,10.37,64800.0,18401.54386
16639,17000,17000,7.66,57600.0,18865.15981
16640,32000,22325,16.02,130000.0,14446.35
16641,14000,14000,17.51,56000.0,17481.03862
16642,9600,9600,16.02,34560.0,12153.60779
16643,34200,24800,17.14,168300.0,37092.48862
16644,4000,4000,13.43,42000.0,4044.8
16645,8000,8000,10.74,25000.0,9393.303534
16646,15000,15000,9.63,48000.0,15405.12
16647,10000,10000,10.74,49800.0,10929.95935
16648,25000,25000,13.06,57000.0,34175.58
16649,10000,10000,7.66,38400.0,11184.49118
16650,25000,25000,11.11,52000.0,29437.79758
16651,15000,15000,9.63,115000.0,5668.0
16652,12000,12000,16.02,38000.0,15528.05655
16653,35000,35000,14.17,110000.0,47460.26994
16654,5925,5925,11.11,40000.0,387.22
16655,5000,5000,20.11,54500.0,1610.26
16656,15000,15000,18.62,100000.0,20174.33918
16657,17000,17000,13.43,54000.0,22586.05481
16658,14500,14500,16.02,39000.0,19372.67244
16659,3000,3000,7.66,52000.0,3279.639951
16660,4000,4000,12.68,45600.0,4361.647004
16661,2000,2000,7.66,34000.0,1805.12
16662,6500,6500,10.74,40000.0,7415.745413
16663,10000,10000,14.17,59000.0,11128.2047
16664,8000,8000,15.28,70000.0,2672.09
16665,25000,25000,18.25,102000.0,37915.82
16666,5000,5000,10.74,65544.0,5744.173068
16667,26025,26025,17.14,78636.0,29886.73693
16668,30000,30000,14.17,214992.0,16114.14
16669,5000,5000,6.92,100000.0,5448.325747
16670,14400,14400,18.25,135996.0,22057.46998
16671,9000,9000,14.54,70000.0,11147.58693
16672,9600,9600,13.06,103000.0,12570.22781
16673,11000,11000,13.43,71000.0,12101.5059
16674,25000,25000,13.06,45000.0,28962.37
16675,3900,3900,7.29,16800.0,3924.26
16676,30000,30000,13.43,110000.0,19054.34
16677,14400,14400,16.77,125000.0,21336.66953
16678,16000,16000,18.25,39216.0,24502.92
16679,15000,15000,10.0,120000.0,17424.26842
16680,5000,5000,5.79,60000.0,5192.25245
16681,21600,21600,13.8,77658.0,29796.70272
16682,8100,8100,5.42,68069.0,8794.590869
16683,8000,8000,10.37,55000.0,8465.319331
16684,12000,12000,15.65,100000.0,16511.95802
16685,4800,4800,13.43,31000.0,5678.41472
16686,7125,7125,6.92,70000.0,7782.846059
16687,8000,8000,14.54,52680.0,9908.957523
16688,5000,5000,13.43,65000.0,5057.11
16689,18000,18000,16.77,65000.0,26707.18003
16690,6000,6000,7.66,54000.0,6734.820411
16691,6500,6500,11.11,50000.0,6745.085178
16692,6000,6000,14.91,46800.0,7478.173142
16693,29700,29700,11.11,73000.0,35059.9448
16694,10000,10000,10.37,133500.0,12753.45
16695,10000,10000,12.68,120000.0,4719.83
16696,10000,10000,18.62,42000.0,14466.38412
16697,8000,8000,10.74,45000.0,9393.303534
16698,12000,12000,15.65,46000.0,1106.21
16699,16000,16000,11.11,70000.0,19905.97229
16700,7000,7000,6.92,24000.0,7771.789913
16701,5600,5600,9.63,43860.0,6362.506513
16702,12000,12000,5.79,90000.0,13101.18684
16703,5600,5600,12.68,24000.0,6750.415821
16704,3000,3000,14.54,26400.0,3719.497712
16705,24000,24000,17.14,53000.0,31014.28203
16706,10500,10500,17.14,28308.8,13817.15028
16707,5000,5000,6.92,48000.0,5478.054023
16708,30000,30000,11.11,61200.0,34225.44789
16709,2400,2400,14.17,52800.0,3311.45
16710,16225,16225,10.74,70800.0,20930.41996
16711,10000,10000,15.28,38500.0,14225.45
16712,7200,7200,7.29,150000.0,7765.24658
16713,4200,4200,10.37,35000.0,4854.114886
16714,16000,16000,16.4,50000.0,8402.53
16715,18200,18200,18.25,102500.0,27878.32003
16716,8000,8000,7.29,86000.0,8916.408447
16717,18500,18500,12.68,55000.0,18512.99
16718,21000,21000,16.77,78000.0,20186.84
16719,5550,5550,13.06,16572.0,0.0
16720,2500,2500,14.54,31000.0,3122.064624
16721,8250,8250,9.63,46500.0,10184.83
16722,6000,6000,7.29,30000.0,6567.426979
16723,6000,6000,5.79,51356.0,6550.577357
16724,9000,9000,7.29,41000.0,10047.19134
16725,12000,12000,6.92,75000.0,13156.12656
16726,12000,12000,16.77,68947.2,15924.5862
16727,6625,6625,16.4,36000.0,8526.379384
16728,16250,16250,10.37,55560.0,20637.44998
16729,15000,15000,7.66,125000.0,15602.31673
16730,4000,4000,9.63,48000.0,4273.388681
16731,35000,35000,13.06,118000.0,20730.96
16732,7000,7000,10.74,55000.0,6602.84
16733,9000,9000,11.11,27000.0,10035.495
16734,8000,8000,10.37,25000.0,10043.34
16735,10000,10000,7.29,70000.0,10917.23908
16736,13000,13000,10.74,37000.0,2540.16
16737,15850,15850,11.11,36000.0,5527.31
16738,15000,15000,15.28,75000.0,18793.39651
16739,10000,10000,7.29,99000.0,11163.54473
16740,10000,10000,15.65,80000.0,12679.61
16741,4000,4000,5.79,21000.0,4248.386673
16742,7500,7500,17.14,100000.0,7607.69
16743,5000,5000,7.29,80000.0,5549.022305
16744,4000,4000,7.66,120996.0,4489.880273
16745,6000,6000,16.4,25000.0,7368.664418
16746,12000,12000,10.37,47000.0,13219.25536
16747,5000,5000,9.63,66500.0,5356.847886
16748,13000,13000,11.11,36000.0,2548.5
16749,2700,2700,10.74,66000.0,3056.227276
16750,8000,8000,16.02,54000.0,10116.95816
16751,16000,16000,11.11,160000.0,20785.82
16752,7875,7875,7.66,60000.0,8839.419327
16753,6000,6000,7.29,66400.0,6698.126837
16754,3000,3000,7.29,40560.0,3291.978681
16755,14000,14000,13.43,36500.0,18156.42644
16756,30000,30000,16.77,81996.0,40588.44207
